Keys,US English,Canada English,AU English,UK English,Canada French,Spain Spanish,US Spanish,Latin America Spanish,Argentina Spanish,Colombia Spanish,Mexico Spanish,German,Japanese,Korean,France French,Brazil Portuguese,Netherlands Dutch,Italy Italian
popup_tutorial_part2,"<b>Great!</b> 
Let's proceed to part two.","<b>Great!</b> 
Let's proceed to part two.","<b>Great!</b> 
Let's proceed to part two.","<b>Great!</b> 
Let's proceed to part two.","<b>Excellent!</b> 
Passons à la partie deux.","<b>¡Fantástico!</b>
Pasemos a la parte dos.","<b>¡Excelente!</b> 
Pasemos a la parte dos.","<b>¡Excelente!</b> 
Pasemos a la parte dos.","<b>¡Excelente!</b> 
Pasemos a la parte dos.","<b>¡Excelente!</b> 
Pasemos a la parte dos.","<b>¡Excelente!</b> 
Pasemos a la parte dos.","<b>Großartig!</b> 
 Kommen wir zu Teil 2.","<b>良くできました！</b>
パート2に進みましょう。","<b>좋습니다!</b>
파트 2로 진행하겠습니다.","<b>Parfait !</b> 
Passons à la deuxième partie.","<b>Excelente!</b> 
Vamos prosseguir para a parte dois.","<b>Geweldig!</b> 
Laten we verder gaan met deel twee.","<b>Grande!</b> 
Passiamo alla seconda parte."
popup_tutorial_tapf1,Tap this letter F.,Tap this letter F.,Tap this letter F.,Tap this letter F.,Appuyez sur cette lettre F.,Toque esta letra «F».,Toque esta letra F.,Toque esta letra F.,Toque esta letra F.,Toque esta letra F.,Toque esta letra F.,Tippen Sie auf diesen Buchstaben „F“.,この「F」の文字をタップします。,이 철자 F를 누르세요.,Appuyez sur cette lettre F.,Toque nesta letra F.,Tik op deze letter F.,Tocchi questa lettera F.
popup_tutorial_tapf2,"<b>Perfect!</b> 
Now: <b>Tap all the F's</b> you can see as quickly as you can. You will have 8 seconds.","<b>Perfect!</b> 
Now: <b>Tap all the F's</b> you can see as quickly as you can. You will have 8 seconds.","<b>Perfect!</b> 
Now: <b>Tap all the F's</b> you can see as quickly as you can. You will have 8 seconds.","<b>Perfect!</b> 
Now: <b>Tap all the F's</b> you can see as quickly as you can. You will have 8 seconds.","<b>Parfait!</b> 
Maintenant : <b>Appuyez sur tous les F</b> que vous voyez aussi vite que vous le pouvez. Vous aurez 8 secondes.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las letras «F»</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las F</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las F</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las F</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las F</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>¡Perfecto!</b> 
Ahora: <b>Toque todas las F</b> que vea tan rápido como pueda. Tendrá 8 segundos.","<b>Perfekt!</b> 
 Nun: <b>Tippen Sie</b> so schnell wie möglich <b>alle „F“s an</b>, die Sie sehen können. Sie haben 8 Sekunden Zeit.","<b>大変良くできました！</b>
次：見つけられる<b>すべての「F」</b>をできる限り早く<b>タップ</b>してください。与えられる時間は8秒です。","<b>완벽합니다!</b>
이제: 가능한 한 신속히 보이는 <b>모든 F를 누르세요</b>. 8초가 주어집니다.","<b>Parfait !</b> 
Maintenant : <b>Appuyez le plus vite possible sur tous les F</b> que vous voyez. Vous aurez 8 secondes.","<b>Perfeito!</b> 
Agora: <b>Toque em todos os F's</b> que você pode ver o mais rápido possível. Você terá 8 segundos.","<b>Perfect!</b> 
Nu: <b>Tik op alle F’s</b> die u kunt zien zo snel als u kunt. U heeft 8 seconden.","<b>Perfetto!</b> 
Ora: <b>Tocchi tutte le F</b> che vede il più rapidamente possibile. Avrà 8 secondi."
popup_tutorial_tapf3,"<b>Nice work!</b>
Don't worry if you didn't find them all.","<b>Nice work!</b>
Don't worry if you didn't find them all.","<b>Nice work!</b>
Don't worry if you didn't find them all.","<b>Nice work!</b>
Don't worry if you didn't find them all.","<b>Beau travail!</b>
Ne vous inquiétez pas si vous ne les avez pas tous trouvés.","<b>¡Buen trabajo!</b>
No se preocupe si no las encontró todas.",<b>¡Muy bien!</b> No se preocupe si no las encontró todas.,<b>¡Muy bien!</b> No se preocupe si no las encontró todas.,<b>¡Muy bien!</b> No se preocupe si no las encontró todas.,<b>¡Muy bien!</b> No se preocupe si no las encontró todas.,<b>¡Muy bien!</b> No se preocupe si no las encontró todas.,"<b>Gut gemacht!</b>
 Machen Sie sich keine Sorgen, wenn Sie nicht alle gefunden haben.","<b>良くできました！</b>
すべて見つけられなくても心配はいりません。","<b>잘하셨습니다!</b>
모두 찾지 못했더라도 걱정하지 마세요.","<b>Bravo !</b>
Ne vous inquiétez pas si vous ne les trouvez pas tous !","<b>Excelente!</b>
Não se preocupe se não tiver encontrado todos eles.","<b>Goed gedaan!</b>
Maak u geen zorgen als u ze niet allemaal heeft gevonden.","<b>Ottimo lavoro!</b>
Non si preoccupi se non li ha trovati tutti."
popup_tutorial_tapsymbol,"Now, tap the cell phone to place it in the selected box.","Now, tap the cell phone to place it in the selected box.","Now, tap the cell phone to place it in the selected box.","Now, tap the cell phone to place it in the selected box.","Maintenant, touchez le téléphone cellulaire pour le placer dans la boîte sélectionnée.","Ahora, toque el teléfono móvil para colocarlo en la casilla seleccionada.","Ahora, toque el teléfono celular para colocarlo en la casilla seleccionada.","Ahora, toque el teléfono celular para colocarlo en la casilla seleccionada.","Ahora, toque el teléfono celular para colocarlo en la casilla seleccionada.","Ahora, seleccione el teléfono celular para colocarlo en la casilla seleccionada.","Ahora, toque el teléfono celular para colocarlo en la casilla seleccionada.","Tippen Sie jetzt auf das Handy, um es in das ausgewählte Kästchen zu platzieren.",次に、携帯電話をタップして、選択したボックスに置いてください。,"이제, 휴대폰을 눌러 이를 선택된 칸에 배치하세요.",Appuyez maintenant sur le téléphone portable pour le placer dans la cases sélectionnée.,"Agora, toque no celular para colocá-lo na caixa selecionada.",Tik nu op de mobiele telefoon om deze in het geselecteerde vakje te plaatsen.,"Ora, tocchi il cellulare per posizionarlo nel riquadro selezionato."
popup_tutorial_tapsymbol2,"Then, tap the cell phone button to place it in the new box.","Then, tap the cell phone button to place it in the new box.","Then, tap the cell phone button to place it in the new box.","Then, tap the cell phone button to place it in the new box.","Ensuite, touchez le bouton du téléphone cellulaire pour le placer dans une nouvelle boîte.","Luego, toque el botón del teléfono móvil para colocarlo en la nueva casilla.","Después, toque el botón del teléfono celular para colocarlo en la nueva casilla.","Después, toque el botón del teléfono celular para colocarlo en la nueva casilla.","Después, toque el botón del teléfono celular para colocarlo en la nueva casilla.","Después, seleccione el botón del teléfono celular para colocarlo en la nueva casilla.","Después, toque el botón del teléfono celular para colocarlo en la nueva casilla.","Tippen Sie dann auf den Handy-Button, um es in das neue Kästchen zu platzieren.",次に、携帯電話のボタンをタップして、新しいボックスに置きます。,그 다음 휴대폰 버튼을 눌러 이를 새로운 칸에 배치하세요.,Appuyez ensuite sur le bouton du téléphone portable pour le placer dans la nouvelle case.,"Em seguida, toque no botão do telefone celular para colocá-lo na nova caixa.",Tik vervolgens op de mobiele telefoontoets om dit in het nieuwe vakje te plaatsen.,"Quindi, tocchi il pulsante del cellulare per inserirlo nel nuovo riquadro."
popup_tutorial_selectbox,"In the final part of the test, you will <b>select the three boxes</b> where these items were located in part one.","In the final part of the test, you will <b>select the three boxes</b> where these items were located in part one.","In the final part of the test, you will <b>select the three boxes</b> where these items were located in part one.","In the final part of the test, you will <b>select the three boxes</b> where these items were located in part one.","Dans la dernière partie du test, vous <b>sélectionnerez les trois boîtes</b> où ces items étaient placés dans la partie un.","En la parte final de la prueba, <b>seleccionará las tres casillas</b> donde estaban estos artículos en la parte uno.","En la última parte de la prueba, tendrá que <b>seleccionar las tres casillas</b> en las que estos artículos estaban ubicados en la parte uno.","En la última parte de la prueba, tendrá que <b>seleccionar las tres casillas</b> en las que estos artículos estaban ubicados en la parte uno.","En la última parte de la prueba, tendrá que <b>seleccionar las tres casillas</b> en las que estos artículos estaban ubicados en la parte uno.","En la última parte de la prueba, tendrá que <b>seleccionar las tres casillas</b> en las que estos artículos estaban ubicados en la parte uno.","En la última parte de la prueba, tendrá que <b>seleccionar las tres casillas</b> en las que estos artículos estaban ubicados en la parte uno.","Im letzten Teil des Tests wählen Sie <b>die drei Kästchen</b> aus, in denen sich diese Gegenstände in Teil 1 befanden.",テストの最後のパートでは、パート1で3つの品物があった場所の<b>3つの升目を選択</b>します。,0,0,0,0,0
popup_tutorial_selectboxV2,"In part three, place each item in its location from part one.","In part three, place each item in its location from part one.","In part three, place each item in its location from part one.","In part three, place each item in its location from part one.","Dans la troisième partie, placez chaque item là où il était placé dans la première partie.","En la tercera parte, coloque cada objeto en la ubicación en la que se encontraba en la primera parte.","En la tercera parte, coloque cada elemento en su lugar de la primera parte.","En la tercera parte, coloque cada elemento en su lugar de la primera parte.","En la tercera parte, coloque cada elemento en su lugar de la primera parte.","En la tercera parte, coloque cada elemento en su lugar de la primera parte.","En la tercera parte, coloque cada elemento en su lugar según la primera parte.",In Teil drei legen Sie jeden Gegenstand in seine Position aus Teil eins.,3つめのパートでは、最初のパートの場所にそれぞれの品物を置いていただきます。,"파트 3에서, 각 항목을 파트 1의 위치에 배치하세요.","Dans la troisième partie, placez chaque objet à son emplacement dans la première partie.","Na parte três, coloque cada item em seu local da parte um.",In deel drie plaatst u elk voorwerp op de plaats die het had in deel één.,"Nella terza parte, posizioni ciascun elemento nella sua posizione della prima parte."
popup_tutorial_boxhint,<b>Hint:</b> One item was located in this box. Tap here.,<b>Hint:</b> One item was located in this box. Tap here.,<b>Hint:</b> One item was located in this box. Tap here.,<b>Hint:</b> One item was located in this box. Tap here.,<b>Indice :</b> Un article était placé dans cette boîte. Appuyez ici.,<b>Sugerencia:</b> uno de los artículos estaba en esta casilla. Toque aquí.,<b>Ayuda:</b> Un artículo estaba ubicado en esta casilla. Toque aquí.,<b>Ayuda:</b> Un artículo estaba ubicado en esta casilla. Toque aquí.,<b>Ayuda:</b> Un artículo estaba ubicado en esta casilla. Toque aquí.,<b>Ayuda:</b> Un artículo estaba ubicado en esta casilla. Toque aquí.,<b>Ayuda:</b> Un artículo estaba ubicado en esta casilla. Toque aquí.,<b>Hinweis:</b> In diesem Kästchen befand sich eines der Gegenstände. Tippen Sie hier.,<b>ヒント：</b>ある品物はこの升目にありました。ここをタップしてください。,0,0,0,0,0
popup_tutorial_tapbox,Now tap on the locations of the other two items.,Now tap on the locations of the other two items.,Now tap on the locations of the other two items.,Now tap on the locations of the other two items.,"Maintenant, appuyez sur les emplacements des deux autres items.",Ahora toque las ubicaciones de los otros dos artículos.,Ahora toque en las ubicaciones de los otros dos artículos.,Ahora toque en las ubicaciones de los otros dos artículos.,Ahora toque en las ubicaciones de los otros dos artículos.,Ahora toque en las ubicaciones de los otros dos artículos.,Ahora toque en las ubicaciones de los otros dos artículos.,Tippen Sie nun auf die Stellen der anderen beiden Gegenstände.,次に、他の2つの品物の場所をタップします。,0,0,0,0,0
popup_tutorial_tapbox2,Tap on the locations of the other two items.,Tap on the locations of the other two items.,Tap on the locations of the other two items.,Tap on the locations of the other two items.,Appuyez sur les emplacements des deux autres items.,Toque las ubicaciones de los otros dos artículos.,Toque en las ubicaciones de los otros dos artículos.,Toque en las ubicaciones de los otros dos artículos.,Toque en las ubicaciones de los otros dos artículos.,Toque en las ubicaciones de los otros dos artículos.,Toque en las ubicaciones de los otros dos artículos.,Tippen Sie auf die Stellen der anderen beiden Gegenstände.,他の2つの品物の場所をタップしてください。,0,0,0,0,0
popup_tutorial_tapbox3,Tap on the location of the final item.,Tap on the location of the final item.,Tap on the location of the final item.,Tap on the location of the final item.,Appuyez sur l'emplacement du dernier article.,Toque la ubicación del último artículo.,Toque en la ubicación del último artículo.,Toque en la ubicación del último artículo.,Toque en la ubicación del último artículo.,Toque en la ubicación del último artículo.,Toque en la ubicación del último artículo.,Tippen Sie auf die Stelle des letzten Gegenständes.,最後の品物の場所をタップしてください。,0,0,0,0,0
popup_tutorial_tapbox4,"First, tap a different box.","First, tap a different box.","First, tap a different box.","First, tap a different box.","Premièrement, touchez une boîte différente.","Primero, toque una casilla diferente.","Primero, toque una casilla diferente.","Primero, toque una casilla diferente.","Primero, toque una casilla diferente.","Primero, seleccione una casilla diferente.","Primero, toque una casilla diferente.",Tippen Sie zuerst auf ein anderes Kästchen.,初めに、別のボックスをタップします。,"먼저, 다른 칸을 누르세요.",Appuyez d’abord sur une autre case.,"Primeiro, toque em uma caixa diferente.",Tik eerst op een ander vakje.,"Per prima cosa, tocchi un riquadro diverso."
popup_tutorial_needhelp,Need help?,Need help?,Need help?,Need help?,Besoin d'aide?,¿Necesita ayuda?,¿Necesita ayuda?,¿Necesita ayuda?,¿Necesita ayuda?,¿Necesita ayuda?,¿Necesita ayuda?,Brauchen Sie Hilfe?,ヘルプが必要ですか？,도움이 필요하신가요?,Vous avez besoin d’aide ?,Precisa de ajuda?,Hulp nodig?,Ha bisogno d’aiuto?
popup_tutorial_remindme,Remind Me,Remind Me,Remind Me,Remind Me,Rappelez-moi,Recordármelo,Recuérdeme,Recuérdeme,Recuérdeme,Recuérdeme,Recuérdeme,Mich erinnern,後で通知する,상기하기,Afficher un rappel,Lembre-me,Herinner mij hieraan,Ricordami
popup_tutorial_perfect,Perfect! You've got it.,Perfect! You've got it.,Perfect! You've got it.,Perfect! You've got it.,Parfait! Vous avez compris.,¡Perfecto! Ya lo tiene.,¡Perfecto! ¡Ya lo entendió!,¡Perfecto! ¡Así se hace!,¡Perfecto! ¡Así se hace!,¡Perfecto! ¡Así se hace!,¡Perfecto! ¡Ya lo entendió!,Perfekt! Sie haben es verstanden.,完璧です！よくできました。,완벽합니다! 성공하셨습니다.,Parfait ! Vous avez compris.,Perfeito! Você conseguiu.,Perfect! Dat klopt.,Perfetto! Ci siamo.
popup_tutorial_subheader,Tap the boxes where the items were located in part one.,Tap the boxes where the items were located in part one.,Tap the boxes where the items were located in part one.,Tap the boxes where the items were located in part one.,Touchez les boîtes dans lesquelles les items étaient placés dans la première partie.,Toque las casillas donde se encontraban los objetos en la primera parte.,Toque las casillas donde se encontraban los elementos en la primera parte.,Toque las casillas donde se encontraban los elementos en la primera parte.,Toque las casillas donde se encontraban los elementos en la primera parte.,Seleccione las casillas donde se encontraban los elementos en la primera parte.,Toque las casillas donde se encontraban los elementos en la primera parte.,"Tippen Sie auf die Kästchen, in denen sich die Gegenstände in Teil eins befanden.",最初のパートで品物があったボックスをタップしてください。,0,0,0,0,0
